eventId,name,description,type,peoplecount,agerecommended,daysleft,location
8513,Event8513,description8513,entertainment|music,28,23,20,Kasargod
8514,Event8514,description8514,dance|technology,107,5,37,Chikkamagaluru
8515,Event8515,description8515,competition,172,22,21,Mangalore
8516,Event8516,description8516,food|outdoor|dance,365,16,23,Hyderabad
8517,Event8517,description8517,freeentry|competition|sports,133,28,33,Tiruppur
8518,Event8518,description8518,entertainment,334,33,13,Kollam
8519,Event8519,description8519,dance|technology,315,12,29,Tiruchirappalli
8520,Event8520,description8520,outdoor|technology,196,35,15,Nizamabad
8521,Event8521,description8521,outdoor|infotainment,188,26,38,Kasargod
8522,Event8522,description8522,competition|entertainment,224,22,4,Mysore
8523,Event8523,description8523,infotainment|freeentry|entertainment,194,47,11,Anantapur
8524,Event8524,description8524,competition|infotainment|outdoor,471,17,27,Gulbarga
8525,Event8525,description8525,dance|infotainment|entertainment,213,46,15,Chikkamagaluru
8526,Event8526,description8526,technology,148,40,20,Chennai
8527,Event8527,description8527,food,489,18,12,Tiruchirappalli
8528,Event8528,description8528,dance|competition,347,24,23,Guntur
8529,Event8529,description8529,outdoor,176,24,35,Thiruvananthapuram
8530,Event8530,description8530,food,454,30,40,Karur
8531,Event8531,description8531,competition|music|dance,123,37,5,Bellary
8532,Event8532,description8532,entertainment,297,16,31,Chikkamagaluru
8533,Event8533,description8533,technology|online,297,14,12,Karur
8534,Event8534,description8534,sports|music|infotainment,174,23,31,Kadapa
8535,Event8535,description8535,technology,293,31,1,Palakkad
8536,Event8536,description8536,freeentry,59,33,6,Kadapa
8537,Event8537,description8537,online,318,8,18,Ooty
8538,Event8538,description8538,food,94,17,20,Hassan
8539,Event8539,description8539,dance|freeentry,61,21,30,Salem
8540,Event8540,description8540,freeentry|technology,134,1,27,Tumkur
8541,Event8541,description8541,outdoor|entertainment,466,28,17,Vijayawada
8542,Event8542,description8542,sports|infotainment,342,8,28,Tiruchirappalli
8543,Event8543,description8543,freeentry|music,440,33,14,Palakkad
8544,Event8544,description8544,sports,225,13,6,Kasargod
8545,Event8545,description8545,infotainment,305,16,31,Mandya
8546,Event8546,description8546,sports|online|food,340,11,14,Madurai
8547,Event8547,description8547,dance,46,7,10,Visakhapatnam
8548,Event8548,description8548,technology|food,468,19,38,Palakkad
8549,Event8549,description8549,music|outdoor|entertainment,249,39,30,Chittoor
8550,Event8550,description8550,entertainment|sports|freeentry,300,23,23,Rajahmundry
8551,Event8551,description8551,dance|infotainment|music,171,20,4,Kurnool
8552,Event8552,description8552,dance|infotainment|competition,11,26,19,Kakinada
8553,Event8553,description8553,infotainment|outdoor,350,16,39,Thiruvananthapuram
8554,Event8554,description8554,infotainment|entertainment,154,42,17,Visakhapatnam
8555,Event8555,description8555,infotainment|music,261,14,17,Mangalore
8556,Event8556,description8556,dance|infotainment|food,399,21,7,Chittoor
8557,Event8557,description8557,dance|food|freeentry,98,32,14,Chennai
8558,Event8558,description8558,dance,264,19,39,Anantapur
8559,Event8559,description8559,music|freeentry|technology,76,42,17,Chikkamagaluru
8560,Event8560,description8560,entertainment|music,292,31,39,Chennai
8561,Event8561,description8561,sports|freeentry,265,19,19,Kadapa
8562,Event8562,description8562,freeentry|outdoor|technology,313,3,8,Chittoor
8563,Event8563,description8563,infotainment|freeentry|entertainment,418,33,33,Karaikudi
8564,Event8564,description8564,dance|food,177,41,32,Ooty
8565,Event8565,description8565,technology|music,183,43,1,Anantapur
8566,Event8566,description8566,competition|infotainment,148,42,23,Mangalore
8567,Event8567,description8567,sports,262,9,34,Kollam
8568,Event8568,description8568,infotainment|food,305,14,18,Thanjavur
8569,Event8569,description8569,technology|freeentry|music,448,46,14,Alappuzha
8570,Event8570,description8570,technology,75,31,27,Kottayam
8571,Event8571,description8571,competition|music|infotainment,430,48,34,Guntur
8572,Event8572,description8572,dance|music|competition,355,44,31,Kadapa
8573,Event8573,description8573,outdoor|infotainment|sports,331,25,25,Kannur
8574,Event8574,description8574,technology,216,15,38,Hyderabad
8575,Event8575,description8575,music|technology,418,15,8,Kadapa
8576,Event8576,description8576,outdoor,227,9,25,Kurnool
8577,Event8577,description8577,freeentry|online,148,19,34,Guntur
8578,Event8578,description8578,dance,349,46,17,Mandya
8579,Event8579,description8579,entertainment|competition,304,42,35,Thanjavur
8580,Event8580,description8580,online|technology|music,95,48,25,Shimoga
8581,Event8581,description8581,competition|online|outdoor,491,21,39,Davangere
8582,Event8582,description8582,infotainment|outdoor|food,347,46,29,Pathanamthitta
8583,Event8583,description8583,competition|infotainment,51,20,7,Kakinada
8584,Event8584,description8584,competition,114,3,23,Hassan
8585,Event8585,description8585,competition|dance,233,30,4,Chikkamagaluru
8586,Event8586,description8586,freeentry|competition,35,44,17,Alappuzha
8587,Event8587,description8587,music|infotainment,21,44,13,Kozhikode
8588,Event8588,description8588,music,320,20,16,Rajahmundry
8589,Event8589,description8589,dance,165,10,5,Guntur
8590,Event8590,description8590,entertainment|technology,32,40,6,Rajahmundry
8591,Event8591,description8591,infotainment,301,10,18,Guntur
8592,Event8592,description8592,outdoor|competition,185,26,17,Kurnool
8593,Event8593,description8593,freeentry|competition|infotainment,498,4,1,Karaikudi
8594,Event8594,description8594,dance,225,13,19,Nizamabad
8595,Event8595,description8595,infotainment,44,18,40,Karur
8596,Event8596,description8596,technology,179,16,36,Thanjavur
8597,Event8597,description8597,freeentry|infotainment,252,38,15,Mangalore
8598,Event8598,description8598,infotainment|technology,475,44,4,Thanjavur
8599,Event8599,description8599,technology|competition,294,40,18,Kolar
8600,Event8600,description8600,dance,194,17,20,Thrissur
8601,Event8601,description8601,competition|music|technology,398,45,33,Pathanamthitta
8602,Event8602,description8602,competition|entertainment|dance,101,46,26,Madurai
8603,Event8603,description8603,dance|outdoor|competition,58,39,31,Davangere
8604,Event8604,description8604,infotainment|food,80,43,14,Gulbarga
8605,Event8605,description8605,sports,61,34,23,Kochi
8606,Event8606,description8606,technology|sports,221,42,17,Hosur
8607,Event8607,description8607,outdoor|online,213,46,37,Bellary
8608,Event8608,description8608,infotainment,365,16,4,Kottayam
8609,Event8609,description8609,entertainment|infotainment,276,50,9,Alappuzha
8610,Event8610,description8610,technology,366,20,11,Kozhikode
8611,Event8611,description8611,sports,454,45,4,Madurai
8612,Event8612,description8612,infotainment|technology,387,27,32,Tiruppur
8613,Event8613,description8613,technology,64,8,12,Chikkamagaluru
8614,Event8614,description8614,infotainment|entertainment,146,4,5,Hassan
8615,Event8615,description8615,freeentry|dance|online,491,14,2,Karaikudi
8616,Event8616,description8616,technology|sports,78,30,14,Nizamabad
8617,Event8617,description8617,music,453,32,1,Nizamabad
8618,Event8618,description8618,sports|outdoor|online,86,2,19,Davangere
8619,Event8619,description8619,dance,204,30,9,Kozhikode
8620,Event8620,description8620,sports,462,42,12,Alappuzha
8621,Event8621,description8621,music|dance|entertainment,454,18,14,Kasargod
8622,Event8622,description8622,music,359,8,5,Guntur
8623,Event8623,description8623,sports|food,267,35,22,Anantapur
8624,Event8624,description8624,online,350,19,23,Shimoga
8625,Event8625,description8625,dance|food,363,48,25,Pathanamthitta
8626,Event8626,description8626,dance|entertainment,117,19,16,Mandya
8627,Event8627,description8627,sports,258,26,4,Warangal
8628,Event8628,description8628,dance,43,48,11,Warangal
8629,Event8629,description8629,sports,349,34,18,Shimoga
8630,Event8630,description8630,sports|food|infotainment,466,12,14,Kadapa
8631,Event8631,description8631,dance,188,14,33,Vijayawada
8632,Event8632,description8632,competition|freeentry,28,15,28,Kasargod
8633,Event8633,description8633,sports|competition,448,4,1,Kozhikode
8634,Event8634,description8634,competition|dance,86,6,30,Tiruppur
8635,Event8635,description8635,food|online|music,471,2,22,Kolar
8636,Event8636,description8636,dance,121,20,5,Palakkad
8637,Event8637,description8637,online,204,20,25,Rajahmundry
8638,Event8638,description8638,online|entertainment,338,17,23,Kochi
8639,Event8639,description8639,sports|freeentry,202,3,20,Bangalore
8640,Event8640,description8640,outdoor|sports,44,16,38,Madurai
8641,Event8641,description8641,dance|technology|music,68,32,33,Chittoor
8642,Event8642,description8642,sports|music,234,28,16,Belgaum
8643,Event8643,description8643,entertainment|technology|sports,486,8,29,Davangere
8644,Event8644,description8644,freeentry,44,33,28,Tiruchirappalli
8645,Event8645,description8645,dance|infotainment|online,261,11,36,Kadapa
8646,Event8646,description8646,freeentry|competition|dance,64,17,19,Guntur
8647,Event8647,description8647,technology|infotainment,392,35,29,Kochi
8648,Event8648,description8648,entertainment|online|infotainment,384,15,31,Nizamabad
8649,Event8649,description8649,music|sports,483,30,40,Mandya
8650,Event8650,description8650,freeentry|entertainment,353,11,1,Hyderabad
8651,Event8651,description8651,entertainment|freeentry|music,388,2,16,Chikkamagaluru
8652,Event8652,description8652,entertainment|technology,261,39,21,Shimoga
8653,Event8653,description8653,outdoor,222,19,7,Kurnool
8654,Event8654,description8654,dance,189,27,28,Guntur
8655,Event8655,description8655,infotainment|food,86,25,25,Mangalore
8656,Event8656,description8656,freeentry|food,425,35,34,Kozhikode
8657,Event8657,description8657,entertainment,203,17,16,Chittoor
8658,Event8658,description8658,outdoor|sports|competition,153,39,33,Salem
8659,Event8659,description8659,music|food|online,386,13,8,Mandya
8660,Event8660,description8660,outdoor|food|technology,320,32,40,Kannur
8661,Event8661,description8661,freeentry|dance,55,38,29,Kottayam
8662,Event8662,description8662,competition|infotainment,439,35,26,Thrissur
8663,Event8663,description8663,competition|infotainment|outdoor,358,36,31,Kadapa
8664,Event8664,description8664,outdoor|dance,375,32,32,Kollam
8665,Event8665,description8665,music,215,26,15,Chikkamagaluru
8666,Event8666,description8666,technology,142,30,12,Kannur
8667,Event8667,description8667,infotainment|dance,277,1,20,Kadapa
8668,Event8668,description8668,food|technology|entertainment,294,20,5,Mysore
8669,Event8669,description8669,technology,156,14,20,Belgaum
8670,Event8670,description8670,online|technology,421,43,30,Shimoga
8671,Event8671,description8671,music,156,39,36,Coimbatore
8672,Event8672,description8672,food,257,17,38,Kadapa
8673,Event8673,description8673,freeentry|online|sports,101,42,29,Chikkamagaluru
8674,Event8674,description8674,sports|infotainment|online,150,7,9,Palakkad
8675,Event8675,description8675,online|sports,23,31,22,Tumkur
8676,Event8676,description8676,entertainment|technology|dance,83,31,28,Tiruchirappalli
8677,Event8677,description8677,sports|food,172,8,1,Guntur
8678,Event8678,description8678,entertainment,23,21,16,Karaikudi
8679,Event8679,description8679,freeentry,373,10,27,Salem
8680,Event8680,description8680,infotainment,58,41,15,Tiruppur
8681,Event8681,description8681,entertainment,304,6,16,Karur
8682,Event8682,description8682,outdoor,113,16,10,Warangal
8683,Event8683,description8683,dance|food|infotainment,65,33,39,Hyderabad
8684,Event8684,description8684,freeentry|entertainment,174,34,7,Chittoor
8685,Event8685,description8685,freeentry|outdoor,273,45,19,Guntur
8686,Event8686,description8686,dance,305,26,22,Gulbarga
8687,Event8687,description8687,technology|sports|competition,262,25,6,Kadapa
8688,Event8688,description8688,competition|technology|sports,185,6,6,Vijayawada
8689,Event8689,description8689,freeentry|technology,256,22,11,Nellore
8690,Event8690,description8690,music,459,34,22,Gulbarga
8691,Event8691,description8691,technology|food,418,23,8,Mangalore
8692,Event8692,description8692,freeentry|sports|outdoor,289,32,29,Mysore
8693,Event8693,description8693,food,475,30,27,Anantapur
8694,Event8694,description8694,competition|outdoor,401,3,36,Kottayam
8695,Event8695,description8695,food,194,7,3,Anantapur
8696,Event8696,description8696,freeentry,447,30,31,Kottayam
8697,Event8697,description8697,sports,488,24,6,Visakhapatnam
8698,Event8698,description8698,online|competition|food,280,24,16,Tiruchirappalli
8699,Event8699,description8699,entertainment,229,33,12,Hyderabad
8700,Event8700,description8700,music,237,50,29,Hosur
8701,Event8701,description8701,food|dance|competition,61,17,13,Palakkad
8702,Event8702,description8702,dance|freeentry|outdoor,361,32,35,Kadapa
8703,Event8703,description8703,food|entertainment|outdoor,284,23,7,Hyderabad
8704,Event8704,description8704,music|online|food,273,47,8,Kochi
8705,Event8705,description8705,entertainment|music,157,17,24,Kadapa
8706,Event8706,description8706,outdoor,294,19,1,Kannur
8707,Event8707,description8707,outdoor|sports,436,37,10,Rajahmundry
8708,Event8708,description8708,music|dance|freeentry,74,39,35,Coimbatore
8709,Event8709,description8709,freeentry|food,62,9,32,Kadapa
8710,Event8710,description8710,dance,298,46,14,Kollam
8711,Event8711,description8711,sports,110,46,19,Hassan
8712,Event8712,description8712,technology,388,12,30,Tiruppur
8713,Event8713,description8713,music,161,31,32,Kottayam
8714,Event8714,description8714,sports,449,6,16,Tiruchirappalli
8715,Event8715,description8715,competition,296,4,8,Mangalore
8716,Event8716,description8716,sports|music|technology,58,7,2,Kasargod
8717,Event8717,description8717,online|dance|music,261,9,31,Kakinada
8718,Event8718,description8718,dance|entertainment,418,44,31,Mysore
8719,Event8719,description8719,infotainment,256,20,25,Tiruppur
8720,Event8720,description8720,online|outdoor|food,431,34,6,Chennai
8721,Event8721,description8721,sports|competition|food,140,27,32,Chittoor
8722,Event8722,description8722,infotainment,78,27,9,Alappuzha
8723,Event8723,description8723,sports|competition,488,13,18,Tumkur
8724,Event8724,description8724,freeentry,112,38,32,Karaikudi
8725,Event8725,description8725,freeentry,179,13,18,Mangalore
8726,Event8726,description8726,competition|food,217,38,34,Pathanamthitta
8727,Event8727,description8727,sports,212,38,12,Visakhapatnam
8728,Event8728,description8728,freeentry|technology,398,17,12,Kozhikode
8729,Event8729,description8729,infotainment|food|freeentry,202,31,21,Kadapa
8730,Event8730,description8730,freeentry,362,43,14,Pathanamthitta
8731,Event8731,description8731,technology,66,45,35,Kurnool
8732,Event8732,description8732,food,464,37,35,Tiruchirappalli
8733,Event8733,description8733,technology|sports|dance,458,13,39,Salem
